price,bedrooms,bathrooms,sqft_living,sqft_total,floors,condition,grade,built,renovated,living_area_sqft
207950,2,2,890,5000,1,3,6,1917,0,1860
699900,4,2.75,2810,7302,2,3,9,2002,0,2820
1280000,5,2.5,3400,9500,2,4,8,1977,0,3080
452000,4,1.5,1580,7350,1,4,7,1963,0,1560
370000,3,2,1680,5036,1,4,7,1987,0,1680
232000,3,1.75,1300,11230,1,5,7,1968,0,1300
669950,5,2.5,2820,14062,2,4,7,1960,0,1910
397500,3,2,1510,6710,1,3,7,1972,0,1660
490000,2,2.5,1230,1391,2,3,8,2004,0,1240
725000,4,2,2110,4140,2,3,9,1925,2003,1440
299000,3,2.75,3080,19635,1,4,7,1958,0,2424
625000,2,1.5,1490,5750,1.5,4,7,1900,0,1590
437500,3,2.5,2120,4500,2,3,7,2000,0,2530
650000,4,2.5,3180,5438,2,3,9,2003,0,3030
475000,2,1,1490,3825,1,3,7,1929,0,1460
342000,3,2,1930,11947,1,4,8,1966,0,2200
1197350,4,2.5,2770,7800,2,3,10,1999,0,2720
280000,3,1.5,1670,11610,1,4,7,1963,0,1930
240000,2,1.75,1330,7200,1,3,7,1993,0,1450
529000,3,1,1210,3328,1.5,4,7,1924,0,1640
442000,3,1,1190,5100,1,4,7,1941,0,1690
615000,2,1,1540,6872,1,4,7,1946,0,1420
1485000,4,3.75,4030,10800,2,3,10,2006,0,2160
585000,4,1.75,2430,7559,1,4,8,1981,0,1980
480000,4,2.5,2600,7787,2,3,8,2005,0,2830
1095000,5,3.5,4410,57063,2,4,9,1990,0,2900
290000,4,1,1330,8184,1.5,3,7,1949,0,1220
615000,3,1.75,1900,5000,1,5,7,1951,0,1770
300000,2,1,1100,7680,1,4,7,1950,0,1460
308000,3,1,1980,39150,1.5,3,6,1932,0,1860
750000,3,2.5,2400,7745,2,3,9,2001,0,2080
2250000,4,2.25,4760,8036,2.5,5,9,1916,0,2950
890000,4,3.25,3180,194278,2,3,10,2005,0,2200
288000,3,1,1190,7560,1,5,6,1958,0,1190
190000,2,1,630,6000,1,3,6,1943,2005,1470
515000,5,3,2530,5105,1,3,8,2005,0,2290
235000,4,1.5,1690,11054,1,4,5,1930,0,1690
275000,2,1,940,5000,1,3,6,1951,0,940
727500,2,2,1240,9119,1,4,7,1952,0,1380
650000,4,2.5,3040,6587,2,3,7,2003,0,2740
1600000,6,5,6050,230652,2,3,11,2001,0,4210
365000,4,1,1590,7085,1.5,3,6,1944,0,1320
662000,3,1.75,2500,36947,1,3,9,1984,0,2590
270500,3,2.5,1780,7848,1,3,7,1978,0,1680
200000,2,1.5,1360,1898,2,3,7,1978,0,1360
970000,4,3.25,4740,76230,2,3,10,1987,0,3340
160000,3,1.5,1010,9600,1,4,7,1962,0,1400
204000,3,1,1040,7405,1,4,6,1971,0,1580
358000,3,2.25,1610,6655,2,4,7,1985,0,1780
452000,4,1.75,1570,8268,1,3,7,1979,0,1870
595000,2,2,1510,4000,1,4,7,1900,0,1920
249000,3,2,1360,6082,1,3,7,1994,0,1360
346900,4,2.5,1970,5106,2,3,8,1999,0,2230
2125000,3,2.5,5403,24069,2,4,12,1976,0,3980
280000,4,2.5,1560,4350,2,3,7,2003,0,1560
318888,4,1.75,2320,12000,1,4,8,1973,0,2120
530000,3,2.25,2120,40518,1,3,8,1967,0,2480
375000,3,2.25,2120,18500,2,4,8,1983,0,2120
910000,4,2.5,3350,29242,2,3,11,1988,0,3920
782000,4,2.5,2380,9614,2,4,10,1991,0,2560
259950,2,2,1070,649,2,3,9,2008,0,1070
315000,4,2.75,2300,18360,1,4,7,1979,0,1870
215000,2,1,1320,8865,1,4,6,1943,0,1190
705000,3,1.75,2180,10221,1,4,7,1946,0,2180
1450000,3,3,4380,6320,2,5,10,1952,0,3080
451000,3,1.75,1790,9813,2,3,7,1949,0,1520
261000,2,1,750,8125,1,4,6,1943,0,1340
396000,3,1.5,1300,8280,1,5,7,1956,0,1570
725000,4,2.5,2990,29170,2,3,9,1999,0,3715
1950000,7,3.5,4640,15235,2,3,11,1965,2003,3230
238000,4,1,1400,7242,1.5,3,7,1959,0,1310
750000,6,1.75,2750,9563,2,4,8,1973,0,2040
331500,4,2.5,2050,10271,2,3,7,1998,0,2050
460000,4,3,2230,108900,1,3,7,1978,0,1960
404950,4,2.25,2340,217014,1,4,8,1982,0,2340
880000,3,2.5,2870,5163,2,3,9,2014,0,1630
863000,4,2.5,4120,22370,2,3,10,1997,0,3180
638700,3,1.75,2080,9162,1,3,7,1960,0,1870
435000,3,2.5,1840,5680,2,3,7,2008,0,1600
260000,3,1,1180,5350,1.5,4,6,1959,0,1490
671500,5,2.75,2160,4000,1.5,5,7,1927,0,2040
610000,3,1,1180,3400,1.5,3,8,1907,0,1440
405000,2,0.75,1160,15029,1,4,6,1937,0,1870
338900,4,2.5,1830,5612,2,3,7,2003,0,1830
720000,4,4,3200,7708,2,3,10,2004,0,3480
442000,5,3,2560,5445,1.5,4,7,1927,0,1080
650000,5,2.75,2550,5040,1.5,5,8,1902,0,1590
263500,3,1.75,1330,9917,1,3,7,1981,0,1330
300000,2,1,1220,75794,1,4,7,1963,0,2010
266000,3,2.5,1805,3402,2,3,7,2009,0,2095
930000,4,4,6050,84942,2.5,3,9,2009,0,2700
530000,4,2.5,2320,5493,2,3,8,2004,0,2450
180000,3,1,1384,8960,1,4,6,1965,0,1000
619000,3,2.5,2720,6439,2,3,9,2005,0,3180
264000,3,1.5,1820,10608,1,4,7,1962,0,1380
730000,2,2.25,2130,4920,1.5,4,7,1941,0,2130
439000,4,2.25,2060,10070,2,3,7,1975,0,2060
268500,4,1.75,1420,7500,1,4,7,1981,0,1500
330000,3,1.75,1510,15744,1,3,7,1985,0,1470
640000,3,2.5,2160,4000,1.5,3,8,1903,2013,2160
900000,3,2.5,3180,12600,2,4,11,1978,0,3030
370000,3,2.25,2110,13300,2,4,8,1985,0,2470
685000,3,2,2060,2900,1.5,5,8,1931,0,1910
505000,3,1.5,1830,217800,1,3,7,1981,0,2450
265000,3,1.75,1820,32666,1,4,7,1966,0,2050
290000,3,2.5,1610,2937,2,3,8,2006,0,1610
296000,4,2.5,1780,3600,2,3,7,2006,0,2020
360000,4,2.5,1840,9611,2,3,7,1996,0,1830
240500,3,1.75,1460,10584,1,3,7,1997,0,1220
372500,2,2.5,1400,2958,2,3,8,2007,0,1540
595000,3,2.5,3370,14402,2,3,9,2004,0,3330
515000,4,3,3590,8249,2,3,9,1997,0,2860
1220000,4,2.25,3200,15367,2,4,9,1962,0,3070
507000,2,1.75,1670,6460,1,3,8,2004,0,2170
399950,4,2,2420,31465,1,3,9,1984,0,2560
185000,3,1.75,1430,10816,2,3,7,1994,0,1560
460000,3,1.75,1440,7070,1,3,7,1980,0,1440
435500,3,2.25,1450,4789,2,3,7,1985,0,1560
469000,4,2.75,3550,13938,1,5,8,1966,0,2050
531000,2,3,1270,1175,2,3,8,2000,0,1290
443500,2,1,940,6804,1,3,7,1949,0,1150
223000,3,2,1670,6824,1,3,7,1990,0,1660
590000,4,3.5,3100,15842,2,3,8,1996,0,2200
340000,2,2.5,1100,1760,3,3,7,1997,0,1200
650000,3,2,1870,3388,1,4,8,1925,0,1780
533600,3,2.5,1930,5080,2,4,8,1990,0,2190
695000,3,2.75,2540,4694,2,3,9,2005,0,2600
242000,3,1.75,1280,7524,1.5,4,7,1988,0,1500
425000,3,2.25,1820,8814,1,3,7,1967,0,1810
525000,3,2.25,1490,9414,2,3,7,1981,0,1290
485000,3,2.5,1880,5502,2,3,8,1988,0,2040
175000,3,1,1250,9775,1,3,7,1971,0,1390
210000,3,2,1440,7210,1,3,8,1983,0,1700
260000,3,2.5,1920,7415,2,3,7,1989,0,1930
577000,3,2.5,2060,5750,1,3,7,1976,0,1920
200000,3,1.5,1210,10588,1,4,7,1958,0,1408
605000,2,1.75,1760,5000,1,4,7,1927,0,1530
325000,3,1,990,6750,1,4,6,1947,0,1440
289500,3,1,960,6400,1,4,6,1944,0,1200
559950,3,2.5,1660,1458,3,3,9,2014,0,1660
1042500,3,1.75,1900,9375,1,4,8,1941,0,2760
543500,3,2.25,1270,2790,1,3,7,1970,0,1920
480000,4,2.25,3250,34293,2,4,9,1983,0,3110
218000,3,1,960,9633,1,5,6,1982,0,1080
565000,2,1.75,1330,6000,1,4,7,1914,1945,1620
426700,3,1.75,2080,7700,1,5,7,1968,0,1680
650000,3,2.5,2690,11575,1,3,8,1957,0,2390
542000,2,1,890,3060,1,3,7,1910,0,1760
415000,3,1.75,1070,8000,1,3,7,1977,0,1200
214000,3,1,1200,8316,1,4,6,1953,0,1200
245000,3,1.5,1360,8910,2,5,7,1949,0,1220
314500,3,2,2050,13303,1,3,8,1993,0,2180
1120000,3,1.5,3000,5750,2,5,9,1924,0,1820
378000,2,2,1300,3850,1,3,7,1963,0,950
305000,4,2.5,2250,9091,1,3,7,1982,0,1540
595000,5,2.75,3740,6750,1,4,8,1978,0,2620
729500,3,2.5,1660,1091,3,3,9,2015,0,1510
430000,3,2.5,2360,6699,2,3,7,2003,0,2360
240000,3,1.75,1760,6500,1,3,7,1987,0,1760
545000,3,1.75,1680,6200,1.5,3,7,1916,0,1680
530000,3,1.75,1320,2500,1,3,7,1918,0,1580
157000,1,1,870,26326,1,3,6,1939,0,1250
425000,4,1,1260,7645,1.5,3,6,1925,0,1170
220000,3,1,1000,6020,1,3,6,1944,0,1300
521000,4,1.75,2020,36400,1,4,8,1976,0,2520
325000,3,1,1920,6862,1,3,7,1952,0,2000
597500,3,2,2150,5400,1.5,4,7,1911,0,1940
337000,3,2.5,1470,3976,2,3,7,1999,0,1490
1000000,3,2.5,3180,10492,2,3,10,1991,0,3000
3070000,3,2.5,3930,55867,1,4,8,1957,0,2730
495000,3,1,990,6000,1,3,6,1943,0,1250
748000,4,3.5,2770,3330,2,3,8,2001,0,2180
888000,3,1.5,1250,8710,1,4,7,1953,0,1750
269900,,1.75,1140,22267,1,3,7,1986,0,1150
496500,4,2.5,2250,14440,1,3,7,1967,0,2090
475000,3,2.5,1640,5097,2,3,7,1969,0,1880
312000,3,1.5,1255,1374,3,3,7,2004,0,1307
323000,3,1,1290,12231,1,3,7,1976,0,1390
331000,3,1.75,1300,9079,1,3,7,1986,0,1890
306000,3,1.5,1220,1086,3,,8,2007,0,1220
655000,4,2.5,2630,4000,3,3,8,2002,0,1640
290000,3,1.5,1950,15954,1,4,8,1959,0,1940
1250000,4,3.25,3160,5000,2,5,9,1965,0,2220
460000,3,1.75,1550,4708,1,4,7,1949,0,1880
435000,4,2.5,1700,6380,1,4,7,1940,0,1380
664000,4,2.75,2510,11880,1,5,8,1978,0,2390
865000,4,1.75,1800,4180,2,4,8,1921,0,2180
385000,3,1.75,1800,18000,1,3,8,1968,0,1800
497000,3,2.25,1870,9315,1,3,7,1975,0,2230
280000,2,1,1010,3000,1,4,7,1925,0,1150
188000,2,1.5,1120,17487,1,3,6,1924,0,1690
478500,3,1,2090,4755,1,3,8,1969,0,1850
1145000,4,3.5,4370,18361,2,3,11,2001,0,4190
222000,3,2,1440,7187,1,4,7,1981,0,1440
799000,4,3,2580,209523,2,3,8,1984,0,3440
609900,4,2.5,3190,7399,2,3,10,2006,0,3250
413000,4,3.5,2380,5809,2,4,7,1995,0,1620
400000,4,1,1420,4875,1.5,3,7,1930,0,1110
802541,5,2.75,2990,6768,2,3,9,2014,0,2870
320000,3,2.5,2680,7757,2,3,8,1990,0,2430
507000,4,2.5,2730,7649,2,3,7,2006,0,2730
387500,3,1,1220,8329,1,3,6,1946,0,1490
396000,3,1,1500,12616,1,3,7,1967,0,1820
373000,3,1.75,1830,11788,1,3,8,1958,0,2140
1484900,5,2.5,4570,19252,2,5,10,1965,0,3180
359900,4,2.25,2470,7698,2,3,8,1983,0,2330
410000,2,1,800,4342,1,3,6,1927,0,1210
690000,4,2.5,2900,23488,2,3,9,1992,0,2900
245000,3,2,1410,5760,1,3,7,1985,0,1670
700000,5,2.5,2830,25958,1,5,8,1979,0,2670
268000,4,1.75,1680,9966,1,3,7,1977,0,2400
225000,3,1.75,1760,26055,1,3,7,1979,0,1350
980000,4,2.25,2240,11034,2,3,8,1976,0,2300
795000,2,1,1380,5000,1.5,3,5,1905,0,1500
195000,2,1,820,5100,1,3,6,1953,0,1170
480000,4,2,2180,10575,1,2,6,1950,0,2180
485000,4,2,1400,3600,1,3,7,1900,0,1630
130000,2,1,880,9000,1,3,5,1928,0,1410
325000,2,1,1060,5703,1,4,6,1946,0,2240
440000,3,1.75,1530,7245,1,4,7,1984,0,1530
550000,4,1.75,2480,14782,1,3,8,1958,0,2910
310000,3,1.75,1490,7150,1,5,6,1967,0,1350
530000,3,2.5,3660,39478,2,4,9,1989,0,2700
390000,4,2.5,2340,8548,2,3,8,1993,0,1970
243000,3,1.75,1450,12125,1,4,7,1981,0,1210
639000,4,2.5,2210,9875,2,3,9,1990,0,2440
215000,4,1,1130,7400,1,4,7,1969,0,1540
405000,5,1.75,1550,10500,1,3,7,1961,0,1420
250000,4,1.75,1710,7140,1,5,7,1968,0,1770
405500,3,1.5,1010,8108,1,5,7,1954,0,1300
452000,6,2.25,2660,13579,2,3,7,1937,1990,1120
730000,6,2.25,2660,13579,2,3,7,1937,1990,1120
267000,3,2,1300,9644,1,3,7,1994,0,1430
289950,3,2.5,1670,6186,2,3,7,2002,0,2390
565000,2,1,960,4080,1,5,7,1911,0,1300
1578000,4,3.25,4670,51836,2,4,12,1988,0,4230
636000,3,2.5,2140,2770,2,3,8,2007,0,2510
350000,5,3,2520,5500,1,3,8,2004,0,1700
320000,3,1.5,1650,9380,1,5,7,1978,0,1720
210000,2,1.75,1440,5680,1,4,8,1978,0,1320
245000,2,1,1050,5900,1,3,7,1950,0,1280
328000,3,1.75,1470,7650,1,3,7,1983,0,1590
985000,4,2.25,4230,37769,2,3,11,1989,0,3890
501000,3,1.75,1970,7972,1,5,8,1976,0,2460
315000,3,2.25,1540,17424,2,3,7,1992,0,1560
403000,3,2.75,2090,8354,2,3,8,2012,0,2280
550000,3,2,2380,17950,2,4,8,1934,0,2030
347500,4,2.5,2156,3562,2,3,9,2012,0,1708
365000,4,2.25,2070,8893,2,4,8,1986,0,2390
588000,3,1,1910,8167,1,4,8,1951,0,1500
605000,3,1.75,1920,7400,1,4,8,1977,0,2360
1300000,3,3.25,3400,5979,2,4,9,1937,0,3090
233000,3,2,1400,9177,1,3,7,1974,0,2020
360000,4,2.5,2210,17715,2,3,8,1997,0,2210
459000,2,1.75,1170,4887,1,3,6,1929,0,1170
740000,3,2,2100,72745,1,4,9,1995,0,2290
305000,3,1,1160,9750,1,3,7,1967,0,1160
395000,3,1,1500,4000,1,3,6,1925,0,950
560000,4,2.5,2940,6000,2,3,8,2000,0,2510
650000,4,1.75,2010,5070,1,4,7,1963,0,2180
449950,3,2.5,2170,4912,2,3,7,2003,0,2010
517500,3,1.5,1430,5200,1,4,7,1940,0,2210
435000,4,1.5,1510,6460,1,3,7,1970,0,1450
329999,3,1,1150,6908,1,3,6,1952,0,1150
950000,3,1.75,2150,4200,1,5,8,1960,0,2510
447000,3,1,1370,6001,1,5,7,1944,0,1370
699800,2,2.5,2380,6600,1,3,8,2010,0,1870
850000,3,1.75,1370,3850,1,5,7,1911,1988,1390
316500,3,1.75,1600,14250,1,3,7,1979,0,2140
942500,5,3.5,3750,9612,1,4,9,1981,0,3270
1310000,2,2.25,3950,3938,2,3,10,1991,0,3220
856600,4,2.25,2400,13430,1,4,9,1964,0,2580
405600,5,1.5,2830,4000,2.5,4,8,1918,0,1480
565000,4,2.5,2440,22594,2,3,8,1996,0,2560
400000,3,2.25,1190,1149,2,3,8,2008,0,1210
330000,3,2,1400,218252,1,3,7,1997,0,2230
374950,4,2.75,2730,4683,2,3,7,2005,0,2230
405300,3,2.75,2390,7939,1,5,7,1983,0,1920
560000,3,2.25,2060,31400,2,3,8,1984,0,2160
824000,4,2.25,2490,9864,1,4,8,1961,0,2360
260000,3,1.75,1100,10968,1,5,7,1984,0,1400
760000,4,2.5,2430,6099,1,5,8,1965,0,2180
405000,3,2.5,3170,12750,2,3,10,1995,0,2970
429900,4,2.5,2640,8625,2,3,8,1987,0,2240
341500,3,1.5,1130,7223,1,4,7,1961,0,1320
465250,5,2,1940,7642,1.5,3,7,1957,0,1940
450000,2,2,1100,3000,1.5,3,7,1912,2005,1390
390000,3,1,1200,10800,1,4,7,1955,0,1370
420000,3,2.25,2000,8030,1,4,8,1963,0,2070
269950,3,2.5,1890,4838,2,3,8,2002,0,1910
493000,4,2,1910,2874,1,3,7,1910,0,1520
370000,4,2.5,2710,5880,2,3,9,1998,0,2520
2250000,5,4.25,4860,9453,1.5,5,10,1905,0,3150
305000,3,1,1250,23680,1,5,7,1967,0,1450
400000,3,1.75,1590,8219,1.5,5,6,1938,0,2030
320000,3,1.5,1240,1221,2,3,8,2009,0,1180
715000,4,1,2000,4800,2,4,7,1911,0,1260
650000,6,2.75,3610,10003,1.5,4,8,1966,0,2560
218000,5,1.75,1930,8040,1,4,8,1966,0,2370
500000,2,1,1280,5400,1,3,7,1964,0,1540
460000,4,2,2090,40419,1,4,7,1984,0,2380
232500,3,1.5,1940,9887,1,4,7,1969,0,1410
408200,3,2.5,1800,5761,2,4,7,1990,0,1800
522000,3,1.75,1730,8400,1,4,7,1980,0,1830
675000,4,2.5,2810,11120,2,3,9,1982,0,3100
1355000,4,3.5,3550,11000,1,3,11,1999,0,4100
249950,4,1,1330,7980,1.5,3,6,1952,0,1570
210000,2,1,750,34133,1,3,6,1950,0,1460
429950,4,1,1760,7216,1,3,7,1947,0,1180
737500,4,2.5,3200,36276,2,3,9,1993,0,2930
710000,4,2,1740,9000,1,5,8,1958,0,1850
470000,3,2.5,2100,4700,2,3,8,1999,0,2100
1100000,4,3.5,4270,40097,1,4,12,1993,0,3510
650000,3,2,1340,2720,1.5,3,7,1913,0,2030
1216000,4,2.5,3190,8684,1,5,9,1967,0,3160
422120,3,2.5,1630,4534,2,3,8,1987,0,1380
625000,5,2.5,2990,15085,2,3,9,2007,0,3150
385200,4,1,1550,7740,1.5,3,6,1954,0,1220
500000,3,2.25,1690,4964,2,3,8,1989,0,1800
308000,4,2.25,1960,12243,2,3,8,1989,0,1910
565000,3,2.75,2390,9966,1,5,8,1977,0,2140
581000,3,2.5,2600,4438,2,3,7,2004,0,2600
361000,3,2,1950,8698,1,3,8,1999,0,2330
345000,3,1,1250,7210,1,4,7,1964,0,1530
419000,2,2.25,1180,1253,2,3,8,2008,0,1310
347000,3,2.5,1680,4308,2,3,7,2004,0,2160
625000,4,2.25,2220,36085,2,3,9,1989,0,3000
2400000,4,4.25,4890,15188,2,3,11,1999,0,3470
379000,3,3.25,2660,17852,2.5,3,8,2014,0,1320
310000,3,1.5,1150,3323,2,3,7,1988,0,1150
250000,2,2,1130,5500,1,4,6,1941,0,1320
682000,5,2.75,2760,5000,2,3,9,2005,0,2870
246500,3,2,1430,8919,1,3,7,1992,0,1580
325000,3,1,1490,57381,1.5,4,5,1932,0,1580
310950,4,2.5,2030,4997,2,3,8,2004,0,2095
1100000,3,2,3010,5000,2,5,9,1931,0,2688
287500,3,1,1810,7200,1,4,7,1954,0,1810
431000,3,1,1810,7200,1,4,7,1954,0,1810
226000,3,1,970,5000,1,3,6,1968,0,1290
825000,3,1.75,2010,3090,1.5,5,7,1926,0,1600
175000,4,1,1300,6030,1.5,3,6,1947,0,1240
465750,3,1.5,1260,10350,1,3,7,1959,0,1800
659000,4,2.25,2610,24931,2,3,8,1983,0,2550
595000,3,1.75,1910,5753,1,3,8,1941,0,1630
350000,3,2.25,1780,16290,2,4,8,1987,0,1780
270000,4,2.25,1900,8600,1,4,8,1975,0,2120
662500,6,2.25,2450,25600,1,3,7,1957,0,1850
249900,3,1.75,1380,14000,1,4,5,1939,1957,1490
324500,3,1.75,1920,11340,1,4,7,1977,0,1980
430000,2,1.75,1350,4003,1,3,8,2004,0,1350
419950,2,1.75,1350,4003,1,3,8,2004,0,1350
285000,4,1.75,2510,7440,1,4,8,1962,0,1790
332000,4,2.5,2470,7780,2,3,8,2002,0,2100
282000,4,1.75,1660,10725,1,3,7,1956,0,1340
320000,3,1,1340,5175,1,3,7,1987,0,1020
428750,3,1,1620,30736,1.5,4,7,1911,1977,2440
330000,3,2.25,2300,35287,2,3,8,1977,0,1760
456500,4,3.5,2000,2309,3,3,8,2008,0,1440
352000,3,2.25,1640,11050,1,4,8,1972,0,1870
664000,4,2,1530,4080,1.5,4,7,1912,0,1860
628000,3,1.75,4000,11894,1,3,9,1987,0,2530
512000,3,1.75,1610,12555,1,3,7,1977,0,1780
254000,3,2,2070,9000,1,4,7,1969,0,1630
535800,4,2.5,1900,5790,2,3,8,1994,0,2030
287653,3,1,1050,16050,1,4,7,1960,1981,1610
438000,3,2.5,1520,1304,2,3,8,2006,0,1270
450000,4,1.75,2390,23899,1,3,7,1949,0,1840
327000,5,2.75,2400,8050,2,3,8,1998,0,2400
370500,4,2.5,1790,6120,2,3,7,2005,0,1950
265000,3,2.5,1720,6271,2,3,7,1993,0,1570
450000,4,2.75,2980,13260,1,4,8,1979,0,1920
425000,3,1,1520,213444,1.5,5,8,1988,0,2640
166600,3,1.75,1150,8690,1,4,7,1977,0,1330
245000,1,0.75,380,15000,1,3,5,1963,0,1170
565000,3,1,910,5212,1,3,7,1951,0,1520
539900,3,1.75,1650,10150,1,3,8,1976,0,1930
910000,3,3.5,2480,3200,2,3,10,2010,0,1980
280000,4,2.5,2050,7416,2,3,8,1990,0,2050
275000,3,2.25,1420,8549,2,4,7,1989,0,1560
467000,3,2.5,3460,6590,2,3,7,2001,0,2490
457500,3,2.5,1500,4445,2,3,8,1996,0,1730
381156,2,1,1320,3090,1,4,7,1908,0,1270
289999,5,2.5,2180,8240,1,4,8,1977,0,2050
642450,3,1.75,1830,4160,1,3,7,1919,0,1950
469950,3,2.25,1620,8701,1,3,7,1962,0,1600
795000,3,2,2920,13650,1,5,8,1975,0,2920
785000,4,2.5,3300,10514,2,3,10,1984,0,2820
860000,3,2.25,3060,12095,2,3,10,1983,0,3060
1095000,,,3064,4764,3.5,3,7,1990,0,2360
147500,3,1,1530,8498,1,3,7,1959,0,1380
390000,3,2,1910,11576,1,3,7,1978,0,2040
229000,3,1,1020,8100,1,3,7,1954,0,1020
185000,3,1,1150,8100,1,3,6,1932,0,1120
414900,3,1.5,1260,9570,1,3,7,1941,0,1620
200000,4,2,1920,4822,1,2,6,1914,0,1120
225000,4,2.25,1800,9350,1,3,8,1969,0,2060
720000,3,1.75,2040,4000,2,5,7,1924,0,1610
930000,4,2.5,2200,4000,2,5,8,1908,0,2100
1270000,5,2.5,3200,17204,1,3,7,1952,0,4090
700000,5,3.25,2400,3118,2,4,7,1928,0,2100
466000,2,1.5,1140,1058,3,3,7,2005,0,1170
374000,3,1.5,1330,10640,1,3,7,1976,0,1460
480000,3,2.5,1940,10035,2,4,8,1994,0,2810
740000,3,2.5,3000,25341,2,3,9,1995,0,3000
1010000,4,1,1820,5400,1.5,3,8,1923,2014,1820
395000,4,2.5,2910,5000,2,3,8,2002,0,2740
340000,2,1,1090,6771,1,3,6,1954,0,1200
209000,3,2,1230,1340,2,3,7,2003,0,1260
431650,5,2.5,1710,7700,1.5,3,7,1962,0,1530
980000,5,2.5,3160,11470,1,4,9,1971,0,3260
660000,3,2.5,2680,28243,2,3,9,1993,0,2670
730000,4,2.25,2190,9009,2,4,8,1977,0,2190
291500,3,1.75,1260,9600,1,4,7,1988,0,1640
905000,4,3.5,2970,14486,2,3,9,1997,0,3680
800000,4,2.5,2570,50308,1.5,3,10,1993,0,3420
839900,4,3.5,3810,13592,1,3,9,2013,0,3230
200000,1,1.5,1010,1157,2,3,8,2007,0,1360
300000,3,2,1480,6698,1,4,7,1979,0,1850
530000,3,1.75,1250,6041,1.5,5,7,1942,0,1180
314950,3,2.25,1654,8479,2,3,7,1995,0,1654
255000,3,1.75,1410,9315,1,5,7,1960,0,1630
550000,5,2.75,2160,5720,1,5,7,1950,0,2160
435000,3,1,1400,4800,1,4,6,1917,0,1470
234000,3,1.75,1420,8738,1,4,7,1966,0,1660
615000,4,2.25,2500,10062,1,3,8,1975,0,2500
205000,3,2,1410,8384,1,3,7,1985,0,1410
384000,4,1.75,2100,7135,1,4,7,1955,0,1730
324000,3,2.5,1750,7208,2,3,8,1994,0,2050
645000,3,1.75,2070,5500,1,4,7,1946,0,1800
570000,3,3.25,1570,1777,2,3,8,2007,0,1000
324000,3,2.5,1920,5322,2,3,8,1999,0,1920
270000,2,1,1000,10320,1,3,6,1943,0,1100
290000,5,1.5,2120,7700,1.5,5,7,1962,0,1730
250000,3,2,1440,9220,1,3,7,1965,0,1390
342000,3,1.75,1660,16275,2,3,7,1990,0,1520
255000,3,1.5,1340,8450,1,4,7,1958,0,1340
800000,3,2.25,2380,11824,1,4,9,1972,0,2750
451000,3,1.75,1560,4049,1.5,3,7,1926,0,1430
990000,4,2.5,2780,10480,1,3,7,1967,0,2860
288400,4,2.5,1860,6687,1,4,7,1983,0,1860
420000,3,1.5,2390,4600,2,3,8,1920,1995,1690
359000,2,2.75,1370,1140,2,3,8,2009,0,1370
390000,4,3,2570,262018,1,3,7,1988,0,2260
300000,3,2.5,1320,2614,2,3,7,2005,0,1320
545000,5,2.5,2520,7863,1,3,7,1981,0,2030
288349,3,1,1250,18616,1,4,6,1972,0,1920
299900,3,2.25,1560,35026,1,3,7,1985,0,1660
891000,4,2,2330,5000,1.5,5,7,1925,0,2090
1200000,3,2,3660,22410,1,4,9,1947,0,2680
378000,4,2.5,2790,4650,2,3,8,2004,0,2820
299995,2,1,1060,7200,1,4,6,1951,0,1850
253000,3,2.5,2020,6564,1,3,7,1994,0,1710
350000,3,2.25,1580,47916,1,3,7,1979,0,1980
565000,4,3,2020,4300,1.5,3,6,1900,0,1290
315000,2,1,970,5665,1,4,6,1908,0,1490
570000,4,3,1490,6766,1.5,5,7,1915,0,1990
971000,5,3.5,4390,10140,2,3,9,2005,0,2010
915000,5,2.5,2750,5589,1.5,5,9,1910,0,1460
419000,4,1.5,2150,23568,1,4,7,1950,0,2150
260000,4,1.75,1810,7480,1,3,7,1977,0,1870
1321500,3,3,2230,12968,2,3,9,1990,0,2260
369950,3,1,2430,10720,1,3,7,1977,0,1660
1029900,3,2.5,3680,13384,2,3,10,1994,0,3600
435000,5,1,1410,6750,1.5,3,6,1929,0,1360
601000,3,1.75,1330,6743,1,3,8,1958,2002,2600
460500,3,1,1490,10650,1,3,7,1963,0,1730
720000,3,2.5,2020,1159,3,3,8,2000,0,1920
851000,4,2.5,3130,13202,2,3,10,1996,0,2840
550000,4,3,2670,5000,2,3,7,1916,1978,2300
700000,4,1,1980,4560,1.5,3,7,1920,0,1810
323000,3,1.75,2100,14850,1,4,7,1963,0,1930
345500,3,1,1350,8581,1,5,6,1944,0,2080
378000,4,1.5,2140,7920,1,3,7,1959,0,2140
650000,4,2,2208,5000,3,5,8,1917,0,1760
385000,3,2,1010,7380,1,3,7,1982,0,1650
425000,2,1,970,2970,1,3,7,1910,0,1670
210000,4,2,1520,6174,1.5,5,6,1920,0,1390
630000,4,2.5,2740,43101,2,3,9,1993,0,2740
335000,3,1.75,1570,7500,1,3,7,1953,0,1590
196500,3,1,1320,9000,1,3,7,1966,0,1320
582800,4,2.75,2550,7636,1,3,8,1986,0,2290
440000,3,1.75,1560,7207,1,3,7,1983,0,1540
752500,4,2.25,2360,8616,2,4,8,1974,0,2360
532500,3,1.75,1330,5000,2,4,7,1909,0,1500
265000,3,1,1070,,1,4,7,1950,0,1840
,3,1.25,1510,13737,1,4,6,1961,0,2560
524250,3,2.5,1710,3469,2,3,8,1999,0,2120
